mcrTags,count
"[api,azure,broker,build,build-system,cloud,extension,framework,github,google,grpc,io,junit,maven,protocol,resource,rpc,service,spring,stub,system,testing,web]",1
"[api,codehaus,groovy,io,javax,json,jvm,language,native,servlet,specs,spring,standard,swagger,testing,upload]",1
"[dom,google,gwt,ui]",1
"[annotation,annotations,api,client,codec,github,http,json,logging,metadata,streaming]",1
"[apache,jdbc,mime,runtime,schema,sql,sqlite]",1
"[api,javax,servlet,specs,spring,standard,support,testing,transaction,upload,xml]",2
"[annotations,apache,api,bpm,broker,cache,client,compiler,console,database,driver,embedded,frontend,io,javax,jdbc,jms,json,logging,mapping,message,metadata,metrics,migration,orm,persistence,queue,relational,rule-engine,selenium,servlet,specs,spring,standard,support,swagger,testing,transaction,upload,webservice]",1
"[analyzer,annotations,apache,api,bytecode,cache,client,controller,database,graph,hibernate,index,interface,javax,jboss,jdbc,jvm,language,library,logging,lucene,naming,neo4j,nosql,persistence,pool,reflection,remote,scala,specs,standard,transaction]",1
"[annotations,apache,build,build-system,junit,maven,metadata,plugin,testing,tools]",1
"[api,javax,logging,portlet,specs,standard]",1
"[api,javax,jdbc,logging,servlet,specs,standard]",1
[apache],3
"[amazon,apache,api,aws,client,cloud,commons,compiler,coordination,csv,database,dependency-injection,distributed,framework,github,google,http,io,javax,jdbc,json,measurement,memory,metrics,migration,monitoring,mustache,off-heap,producer,sdk,servlet,specs,standard,tabular,units]",1
"[http,json,mocking,testing]",1
"[apache,commons,csv,github,tabular]",2
"[api,javax,servlet,specs,standard]",13
"[cli,github,parser,validation]",1
"[apache,api,coordination,distributed,hibernate,javax,logging,mapping,orm,persistence,pooling,relational,security,servlet,specs,spring,standard,support,testing,transaction,upload,xml,zookeeper]",1
"[apache,coordination,distributed,mapping,orm,persistence,relational,spring,zookeeper]",1
"[apache,bytecode,coordination,distributed,github,logging,mapping,orm,persistence,relational,runtime,spring,support,testing,zookeeper]",1
"[analysis,annotations,client,defect,github,http,jdbc,metadata,sql,sqlite]",1
"[api,engine,junit,testing]",1
"[api,javax,rules,servlet,specs,standard,support]",1
"[collections,grpc,io,protocol,rpc,structures,stub,testing]",1
"[api,servlet,spring]",1
"[container,github]",1
"[analyzer,apache,computing,coordination,distributed,github,hadoop,index,lucene,zookeeper]",1
"[api,client,github,logging,xml]",1
"[apache,api,assets,bootstrap,bytecode,cache,client,code,codegen,codehaus,config,coordination,database,distributed,embedded,frontend,generator,github,hsql,instrumentation,io,javax,jaxrs,jsp,logging,mocking,pdf,persistence,rest,security,server,servlet,specs,spring,sql,standard,starter,support,swagger,testing,tomcat,tools,transaction,ui,web,webserver,webservice,xml,zookeeper]",1
"[annotations,api,assets,bootstrap,data,io,javax,jpa,jquery,json,junit,kotlin,language,logging,persistence,runner,runtime,servlet,specs,spring,standard,starter,testing,transaction,web]",1
"[apache,api,directory,javaee,javax,ldap,manager,schema,server,specs,spring,standard,transaction]",1
"[api,javax,logging,mapping,orm,persistence,relational,servlet,specs,spring,standard]",1
"[embedded,jdbc,sql]",1
"[api,javax,servlet,specs,spring,standard,support,tools]",1
"[annotations,apache,api,appserver,build,build-system,cloud,coordination,database,distributed,expression,framework,github,grpc,hibernate,io,javax,jdbc,jvm,language,library,logging,mapping,maven,metadata,migration,orm,persistence,plugin,protocol,relational,rpc,scala,serialization,server,servlet,specs,spring,standard,starter,stub,testing,tools,validation,zookeeper]",1
"[bridge,codehaus,dependency-injection,google,groovy,jvm,language,testing]",1
"[analysis,annotations,data,defect,github,io,metadata]",1
"[apache,commons,config]",1
"[annotations,apache,api,assets,bootstrap,build,build-system,cli,command-line,compatibility,generator,io,javax,junit,maven,metadata,mock,mocking,module,parser,plugin,provider,specs,spring,standard,swagger,testing,toolkit,tools,validation,web]",1
"[cli,parser,tools]",1
"[api,console,embedded,javaee,javax,mapping,orm,persistence,relational,specs,spring,standard,testing]",1
[github],15
"[annotation,apache,api,expression,hibernate,javax,language,logging,mime,persistence,servlet,specs,standard,upload,validation]",1
"[analyzer,apache,index,lucene]",3
"[collections,io,logging,reactive,structures]",1
"[client,cluster,code,codegen,database,generator,github,io,jdbc,logging,migration,netty,network,queue,redis,socket,ui]",1
"[ant,aop,api,aspect,client,extension,javax,json,logging,specs,spring,standard,testing,webservice]",1
"[annotations,apache,api,asynchronous,build,build-system,cache,classpath,client,codehaus,database,dependency-injection,embedded,engine,github,google,groovy,hsql,io,javax,jms,junit,jvm,language,maven,metadata,plugin,queue,servlet,specs,spring,sql,standard,testing,tools,upload,xml,xpath]",1
"[amazon,apache,aws,cache,client,cloud,computing,database,driver,elastic,elasticsearch,graph,groovy,hadoop,hbase,jdbc,lambda,metrics,monitoring,redshift,sdk,search,sql]",1
"[apache,api,cluster,encryption,github,hadoop,io,json,managment,mock,mocking,netty,network,schema,server,socket,swagger,testing,validation,yarn]",1
"[apache,api,config,coordination,distributed,framework,io,json,swagger]",1
"[assets,bootstrap,web]",5
"[logging,plugin,spring,testing]",1
"[api,javax,jboss,logging,persistence,specs,standard]",1
"[api,github,javax,specs,standard]",1
"[apache,client,compatibility,database,dependency-injection,example,google,hadoop,hbase,logging,protocol,serialization,thrift]",1
"[annotations,apache,http,integration,jetty,metadata,osgi,server,webserver]",1
"[command-line,data,database,hsql,mocking,testing]",1
"[annotations,apache,build,build-system,codehaus,generator,maven,metadata,plugin,tools]",1
"[amqp,annotations,ant,apache,api,binding,broker,build,build-system,bytecode,cli,client,command-line,concurrency,coordination,directory,distributed,eclipse,encryption,example,framework,github,interface,io,jboss,jetty,jms,junit,logging,maven,mbeans,message,metadata,mqtt,native,netty,network,parser,plugin,protocol,provider,queue,repository,resource,server,socket,spring,starter,testing,tools,transaction,transport,web,webserver,xml,zookeeper]",1
"[build,build-system,dom,excel,github,junit,maven,module,plugin,reporting,security,spreadsheet,testing]",1
"[android,appengine,client,google,http]",1
"[apache,mime]",4
"[api,github,io,native,swagger,upload]",1
"[analysis,annotations,apache,api,client,compiler,defect,editor,export,framework,io,javax,json,junit,logging,metadata,mock,mocking,model,module,osgi,platform,plugin,scripting,servlet,specs,standard,testing]",1
"[beans,loader]",1
"[api,chart,cryptography,data,database,driver,encryption,google,hibernate,io,javax,jdbc,json,kafka,migration,mocking,mongodb,mysql,notification,persistence,plugin,pooling,postgresql,reporter,resource,servlet,specs,spring,sql,standard,streaming,testing,validation,visualization]",1
"[api,export,grpc,http,io,javax,protocol,rpc,servlet,specs,spring,standard,starter,stub,tracing]",1
"[api,bundle,client,framework,http,monitoring,osgi,persistence,server,servlet,webservice,websocket]",1
"[api,concurrent,database,embedded,hsql,http,javax,mail,native,servlet,specs,sql,standard]",1
"[apache,api,authentication,cache,client,codehaus,commons,cron,github,groovy,hibernate,http,io,javax,jdbc,json,jvm,language,logging,oauth,persistence,redis,sdk,security,servlet,specs,spring,sql,standard,starter,swagger,system,upload,validation,web]",1
"[api,javax,servlet,specs,spring,standard,support,upload]",1
"[apache,api,binding,collections,compiler,directory,eclipse,generator,geo,io,javax,jboss,jdbc,jetty,jsf,jsp,logging,math,mime,parser,provider,query,server,servlet,spatial,specs,spring,sql,standard,swt,ui,upload,webserver,x86,xml]",1
"[api,cloud,dependency-injection,google,jdbc,sql,sqlite]",1
"[client,interface,io,logging,testing,tools]",1
"[annotations,apache,build,build-system,docker,interface,jboss,maven,metadata,plugin,tools]",1
"[assets,bootstrap,hibernate,json,logging,persistence,spring,support,testing,validation,web,xml]",1
"[amazon,analyzer,annotations,apache,api,authentication,aws,binding,bridge,cache,chart,classpath,client,codehaus,command-line,commons,compatibility,compiler,connector,container,csv,data,database,datasource,dependency-injection,diff,directory,distribution,driver,eclipse,ejb,elastic,elasticsearch,embedded,engine,excel,export,functional,generator,github,google,gwt,hibernate,hsql,html,http,i18n,ibm,import,index,interface,io,javax,jaxrs,jboss,jdbc,jsf,json,junit,jvm,language,launcher,library,load,logging,lucene,mail,management,manager,metadata,metrics,migration,mime,mock,mocking,naming,native,netty,network,notification,oauth,osgi,parser,pdf,performance,persistence,platform,provider,proxy,report,resource,rest,routing,runtime,s3,scala,scanning,schema,scripting,sdk,search,security,selenium,server,servlet,shell,signing,social,socket,spatial,specs,spreadsheet,sql,standard,streaming,support,tabular,template,testing,token,tools,transaction,tree,typesafe,ui,upload,validation,video,visualization,web,webapp,webdav,workflow,xml,xpath]",1
"[apache,commons,csv,database,jdbc,junit,postgresql,sql,tabular,testing]",1
"[apache,api,commons,csv,plugin,schema,sonar,tabular]",1
"[analysis,annotations,client,defect,http,metadata]",2
"[api,bootstrap,github,google,processor,testing]",1
"[analyzer,apache,index,jetty,lucene,server,webserver]",1
"[analysis,analyzer,annotations,apache,builder,commons,csv,defect,git,grpc,index,io,language,logging,lucene,metadata,prometheus,protocol,rpc,server,stub,tabular,validation]",1
"[annotations,apache,build,build-system,io,maven,metadata,plugin,tools]",2
"[cli,command-line,console,interface,jdbc,junit,jvm,language,library,scala,sql,sqlite,terminal,testing]",1
"[config,eclipse,engine,io,junit,kotlin,language,logging,reactive,runtime,streaming,support,testing,testng]",1
"[analysis,annotations,defect,io,metadata,native]",1
[binding],1
"[json,native]",1
"[api,io,javax,logging,servlet,specs,spring,standard]",1
"[apache,commons,csv,tabular]",6
"[apache,bytecode,coordination,distributed,framework,runtime,spring,testing]",1
"[admin,apache,client,commons,csv,directory,event,export,json,ldap,tabular,ui]",1
"[admin,client,server,spring,starter]",1
"[client,http,jdbc,logging,sdk,sql,sqlite]",1
"[apache,appserver,coordination,distributed,server,spring,starter,zookeeper]",1
"[api,encryption,javax,jdbc,json,logging,metrics,native,servlet,specs,sql,standard]",1
"[apache,camera,client,dependency-injection,driver,eclipse,framework,github,google,jdbc,json,logging,management,messaging,mime,mock,mocking,native,netty,network,plugin,provider,runtime,security,server,snmp,socket,sql,sqlite,tcp,testing,webcam,webservice,xml,xmpp]",1
"[admin,apache,bridge,client,cloud,data,datasource,excel,logging,slf4j,spreadsheet,spring,starter,system]",1
"[api,client,cloud,config,github,http,jboss,jdbc,junit,runner,spring,testing]",1
"[command-line,io,native,netty,network,socket,transport]",1
"[apache,api,authentication,client,commons,csv,database,diff,driver,eclipse,geo,graphics,hsql,io,javax,jetty,logging,messaging,mime,network,oauth,patch,payment,plugin,processing,prometheus,sdk,server,servlet,specs,ssh,standard,svg,tabular,tcp,upload,webserver,websocket,xmpp]",1
"[junit,logging,swing,testing,ui]",1
"[junit,kotlin,testing]",1
[cloud],1
"[annotations,apache,api,binding,build,build-system,cache,client,discovery,docker,grpc,hibernate,io,javax,jboss,json,junit,maven,metadata,metrics,persistence,plugin,protocol,proxy,reactive,rpc,runtime,sdk,service,servlet,specs,standard,stub,support,testing,tools,tracing,webservice]",1
"[jdbc,logging,sql,sqlite]",1
"[logging,swing,ui]",1
"[annotations,apache,api,authentication,binding,build,build-system,bundle,client,codehaus,container,dependency-injection,eclipse,framework,http,ide,javaee,javax,jaxrs,jboss,jetty,json,junit,logging,maven,metadata,mocking,model,native,netbeans,netty,network,oauth,osgi,persistence,plugin,provider,proxy,reactive,reflection,rest,security,server,service,servlet,socket,specs,spring,standard,streaming,testing,tools,tracing,webserver,webservice]",1
"[database,graph,neo4j]",1
"[api,javax,servlet,specs,spring,standard,testing]",2
"[annotations,ant,apache,api,build,build-system,cache,codehaus,compatibility,container,database,dependency-injection,javax,junit,maven,metadata,plugin,postgresql,server,servlet,specs,standard,testing,tools]",1
"[api,plugin,sonar,testing]",1
"[annotation,apache,build,build-system,clojure,codehaus,engine,grpc,io,json,junit,logging,maven,model,protocol,rpc,stub,testing,upload]",1
"[api,bpm,client,container,embedded,event,example,hibernate,interface,io,javax,jboss,jsf,logging,persistence,resource,server,servlet,specs,standard,web]",1
"[apache,api,connector,eclipse,extension,file-system,javax,jetty,server,servlet,specs,standard,webserver,wicket,xml]",1
"[admin,apache,api,authentication,authorization,binding,bytecode,codehaus,config,cryptography,csv,database,directory,factory,filtering,framework,geo,hsql,index,javax,json,ldap,library,logging,mail,metrics,mime,module,oauth,osgi,pdf,platform,plugin,prometheus,provider,query,registry,rest,schema,search,security,service,servlet,soap,solr,spatial,specs,standard,storage,streaming,support,sync,system,testing,token,ui,upload,validation,web,xml]",1
"[api,client,io,logging,mocking,reactive,redis,spring,streaming,support,testing,transaction]",1
"[analysis,annotations,apache,api,client,codec,commons,csv,defect,directory,http,io,javax,metadata,persistence,security,specs,spring,standard,swagger,tabular,testing,upload,web]",1
"[apache,cache,client,coordination,distributed,logging,native,testing,webservice,zookeeper]",1
"[amazon,aws,client,database,dynamodb,io,logging,reactive,registry,schema,sdk]",1
"[bytecode,database,dependency-injection,google,hsql,javax,specs,standard,testing]",1
"[amazon,apache,api,aws,bytecode,client,column,github,grpc,hadoop,http,io,javax,jetty,jvm,language,launcher,library,logging,mocking,native,parquet,protocol,rpc,s3,scala,serialization,server,servlet,spark,specs,spring,standard,stub,testing,thrift,upload,validation,webserver]",1
"[annotations,apache,api,build,build-system,client,frontend,javax,jaxrs,maven,metadata,plugin,rest,servlet,specs,standard,tools]",1
"[apache,commons,dependency-injection,google,io,mime]",1
"[api,junit,logging,mock,mocking,module,testing]",1
"[annotations,builder,classpath,client,container,descriptor,docker,github,http,interface,io,jboss,jetty,junit,scanning,server,starter,testing,web,webserver]",1
"[batch,database,junit,logging,postgresql,spring,testing]",1
"[android,annotations,apache,api,appengine,build,build-system,client,cloud,connector,database,google,grpc,hbase,http,io,javax,maven,protocol,rpc,serialization,service,servlet,specs,standard,stub,testing,transport]",1
"[amazon,annotations,apache,api,aws,azure,build,build-system,cache,client,codec,codehaus,connector,coordination,database,distributed,driver,groovy,grpc,http,ibm,io,jdbc,json,jvm,kafka,language,logging,maven,messaging,metadata,mongodb,netty,network,plugin,postgresql,protocol,registry,rpc,runtime,server,socket,sql,streaming,stub,tools,zookeeper]",1
"[encryption,io,native,netty,network,socket,transport]",1
"[api,authentication,config,io,jdbc,json,logging,oauth,parser,registry,schema,server,service,sql,validation,web]",1
"[apache,api,codehaus,dependency-injection,eclipse,google,http,javax,jetty,jvm,language,library,mime,osgi,scala,search,server,servlet,solr,specs,standard,streaming,upload,webserver,xml]",1
"[apache,api,connector,database,geometry,geospatial,io,json,postgresql,testing]",1
"[apache,computing,distributed,hadoop,html,jvm,language,parser,server]",1
"[apache,api,client,hibernate,http,javax,persistence,security,servlet,specs,spring,standard,starter,upload,validation,web]",1
[analyzer],1
"[api,bpm,framework,github,io,jdbc,sdk,spring,starter,swagger]",1
"[apache,build,build-system,connector,io,logging,maven,native,netty,network,query,socket,transport,unix]",1
"[analyzer,apache,codehaus,command,execution,external,index,jdbc,lucene,process,scheduling,sql,sqlite]",1
"[apache,client,hadoop,mapreduce,parallel,protocol,serialization,thrift]",1
"[builder,expression,hibernate,io,language,persistence,processor,validation]",1
"[assets,bootstrap,testing,web]",1
"[codehaus,jaxrs,math,rest]",1
"[engine,logging,mxnet,native,sdk]",1
"[apache,build,build-system,maven,plugin]",1
"[annotations,apache,build,build-system,codehaus,engine,io,json,junit,maven,metadata,plugin,testing,tools]",1
"[api,javaee,javax,specs,standard,testing]",1
"[analysis,annotations,collections,dashboard,defect,google,jenkins,metadata,plugin,structures,view]",1
"[apache,bytecode,coordination,distributed,logging,zookeeper]",1
"[bytecode,debug]",2
"[api,assets,camel,client,container,eclipse,embedded,http,io,javaee,javax,jboss,jdbc,jetty,jms,junit,kubernetes,mapping,message,orm,persistence,queue,reactive,relational,server,specs,spring,sql,standard,support,swagger,testing,transaction,ui,web,webserver]",1
"[api,appserver,javax,jboss,mock,mocking,server,servlet,specs,spring,standard,starter,testing]",1
"[apache,binding,cli,mocking,parser,runtime,testing,tools,xml]",1
[cache],2
"[api,database,javax,jdbc,json,junit,migration,mock,mocking,module,request,service,specs,standard,testing,ui,validation]",1
"[annotations,apache,api,bridge,build,build-system,codehaus,driver,logging,maven,metadata,plugin,selenium,slf4j,testing,tools]",1
"[compiler,json,parser,schema,validation]",1
"[apache,commons,io,logging]",2
"[annotations,api,beans,binding,bytecode,codehaus,eclipse,gwt,hibernate,html,javax,jaxrs,jsf,jsp,jvm,language,library,module,persistence,rest,runtime,scala,specs,standard,swing,swt,ui,web-framework,x86]",1
"[annotations,apache,api,appserver,authentication,binding,build,build-system,client,consul,coordination,distributed,engine,expression,framework,grpc,http,io,javax,jboss,junit,language,logging,maven,metadata,metrics,netty,network,plugin,portlet,protocol,provider,reactive,registry,remote,report,rest,rpc,serialization,server,servlet,socket,specs,spring,standard,starter,stub,testing,thrift,tools,xml,zookeeper]",1
"[annotations,apache,api,appserver,build,build-system,codehaus,javax,maven,metadata,mocking,model,plugin,server,servlet,specs,spring,standard,starter,testing,tools]",1
"[cloud,data,database,driver,io,jms,mock,mongodb,queue,redis,spring,starter,tracing,websocket]",1
"[database,engine]",2
"[annotations,apache,api,application,assets,bootstrap,client,commons,csv,dom,graphics,hibernate,http,io,javax,jboss,jquery,json,logging,manager,mapping,orm,persistence,plugin,relational,remote,servlet,specs,spring,standard,support,svg,swagger,tabular,testing,transaction,ui,upload,validation,web,webapp,wicket,xml,xpath]",1
"[cli,javax,parser,specs,standard]",1
"[analyzer,apache,hadoop,index,lucene,protocol,serialization,thrift,twitter]",1
"[apache,api,build,build-system,maven,mock,mocking,plugin,schema,testing]",1
"[apache,client,collections,distribution,driver,eclipse,framework,graph,groovy,http,io,json,metrics,provider,servlet,testing,webservice]",1
"[annotations,aop,apache,api,aspect,bootstrap,calendar,extension,frontend,io,javax,jaxrs,jdbc,jquery,logging,mapping,metadata,orm,persistence,relational,rest,service,servlet,specs,spring,sql,standard,support,swagger,testing,transaction,ui,webservice,wicket,xml]",1
"[cache,concurrent,javax,resource,specs,standard]",1
"[amazon,aws,producer,sdk]",1
"[apache,api,build,build-system,concurrency,eclipse,framework,library,maven,mock,mocking,provider,testing,transport,webservice]",1
"[api,client,database,jms,json,junit,message,mock,mocking,module,queue,redis,spring,testing]",1
"[engine,junit,mock,mocking,netty,network,platform,provider,server,socket,testing]",1
"[code,codegen,generator,logging,persistence]",1
"[jetty,server,webserver]",2
[http],1
"[apache,api,binary,bridge,cardinality,data,eclipse,elastic,elasticsearch,engine,expression,github,http,hyperloglog,javax,junit,language,logging,mime,model,osgi,protocol,rdf,repository,runtime,search,server,servlet,slf4j,sparql,specs,spring,standard,structure,testing,tools,upload]",1
"[apache,api,build,clojure,cloud,command-line,commons,dependency-injection,eclipse,geo,github,google,help,i18n,ibm,javax,jdbc,json,logging,mapping,mime,model,protocol,rdf,serialization,servlet,sparql,specs,spring,sql,standard,starter,thrift]",1
"[analysis,annotations,apache,api,build,build-system,codehaus,container,dependency-injection,hibernate,jpa,maven,metadata,model,parser,persistence,plugin,tools,xml]",1
"[apache,coordination,distributed,framework,jvm,language,library,scala,testing]",1
"[annotations,apache,build,build-system,codehaus,maven,metadata,plugin,provider,tools]",1
"[apache,javax,schema,specs,standard,upload]",1
"[communication,distributed,remoting]",1
"[annotations,apache,api,compatibility,eclipse,framework,http,javaee,javax,jetty,logging,management,runtime,security,server,servlet,specs,standard,tomcat,webserver,webservice]",1
"[apache,archetype,client,database,example,hadoop,hbase,jvm,kafka,lambda,language,library,mapreduce,maven,parallel,protocol,scala,serialization,shell,streaming,thrift]",1
"[annotations,api,metadata]",1
"[api,javax,servlet,specs,spring,standard,support,testing,transaction,upload]",1
"[apache,api,client,commons,coordination,csv,distributed,eclipse,framework,io,jetty,json,proxy,server,spring,swagger,tabular,testing,webserver,zookeeper]",1
"[analysis,annotations,apache,api,client,connector,coordination,defect,distributed,engine,google,hadoop,io,javax,json,junit,jvm,kafka,language,library,mapreduce,metadata,mock,mocking,netty,network,parallel,scala,server,socket,spark,specs,standard,streaming,swagger,testing,zookeeper]",1
"[apache,api,authentication,broker,client,data,example,extension,jms,logging,message,model,module,oauth,plugin,queue,runtime,service,soap,support,testing,xml,xpath]",1
"[annotations,apache,api,build,build-system,bytecode,client,cluster,codehaus,coordination,dependency-injection,directory,distributed,eclipse,framework,google,hadoop,http,jaxrs,jetty,managment,mapreduce,maven,metadata,parallel,plugin,protocol,rest,server,servlet,streaming,testing,tools,webserver,webservice,yarn,zookeeper]",1
"[apache,api,bootstrap,database,driver,github,io,mime,mongodb,spring,swagger,testing,ui,upload,xml]",1
"[aop,api,appserver,aspect,javax,logging,server,servlet,specs,spring,standard,starter]",1
"[annotations,apache,api,application,assets,beans,binding,bom,bootstrap,broker,build,build-system,bytecode,cache,client,codehaus,command-line,compiler,connector,data,deployment,description,dom,eclipse,ejb,embedded,encryption,engine,example,extension,frontend,generator,github,hibernate,http,io,javaee,javax,jboss,jetty,jms,jndi,jpa,jsf,junit,jvm,language,library,logging,mail,mapping,maven,message,metadata,module,naming,network,orm,parser,persistence,plugin,policy,protocol,provider,queue,reactive,reflection,relational,rmi,runtime,scala,scheduling,schema,security,serialization,server,service,soap,specs,spring,ssh,standard,streaming,support,testing,tomcat,tools,transaction,upload,web,web-framework,webapp,webserver,webservice,xml]",1
"[annotations,apache,api,build,build-system,client,codehaus,compression,generator,io,javaee,javax,json,kubernetes,maven,metadata,mocking,model,plugin,schema,specs,standard,testing,tools,validation,vertx,webservice]",1
"[spark,template]",1
"[apache,coordination,distributed,logging,spring,support,testing,transaction,xml,zookeeper]",1
"[analyzer,annotations,apache,bytecode,cli,collections,computing,data,distributed,finagle,geo,geospatial,graphics,hadoop,image,index,javax,json,lucene,math,opencl,opengl,parallel,parser,rdf,search,social,solr,specs,standard,streaming,structures,tools,tracking,twitter,video,wiki,xml]",1
"[client,http,io,mocking,testing]",1
"[annotations,api,client,export,grpc,http,io,json,metadata,protocol,rpc,sdk,stub,testing,tracing]",1
"[annotations,api,cache,eclipse,http,io,javax,jetty,json,logging,metadata,metrics,server,servlet,specs,standard,webserver]",1
"[annotations,api,batch,client,codehaus,data,database,groovy,hibernate,ibm,integration,jdbc,jms,jpa,jvm,language,mapping,message,messaging,metadata,orm,persistence,postgresql,queue,relational,spring,sql,sqlite,support,testing,transaction,validation,xml]",1
"[annotations,apache,api,build,build-system,client,hadoop,junit,mapreduce,maven,metadata,mock,mocking,module,parallel,plugin,testing,tools]",1
"[api,compiler,generator,javax,parser,servlet,specs,standard]",1
"[apache,compiler,generator,logging,mime,parser,upload]",1
"[analytics,api,engine,javax,junit,persistence,platform,specs,standard,testing]",1
"[apache,compression,database,hadoop,hbase,testing]",1
"[annotations,apache,api,build,build-system,codehaus,google,maven,metadata,plugin,tools]",1
"[client,http,json,runtime,testing]",1
"[analysis,annotations,api,defect,frontend,github,io,javax,logging,metadata,servlet,specs,standard,viewer]",1
"[apache,api,calendar,discovery,google,mime,service]",1
"[collections,google,structures]",1
"[annotations,aop,apache,api,aspect,cloud,cluster,config,consul,coordination,data,datasource,distributed,javax,junit,mock,mocking,module,queue,server,servlet,specs,spring,standard,starter,testing,web,zookeeper]",1
"[annotations,api,client,config,dependency-injection,github,google,http,identity,io,jenkins,junit,mock,mocking,module,plugin,rest,testing,web,webservice]",1
"[annotations,apache,api,bundle,cache,chart,client,clojure,codehaus,compiler,compression,description,dom,eclipse,elastic,elasticsearch,engine,example,extension,ftp,graph,graphics,hibernate,i18n,ibm,io,javax,jdbc,jms,json,junit,kafka,management,metadata,mock,mocking,module,mqtt,native,netty,network,parser,persistence,platform,plugin,pooling,queue,reactive,reporting,repository,schema,search,service,servlet,snmp,socket,spark,specs,sql,sqlite,ssh,standard,streaming,svg,swing,swt,testing,transport,ui,validation,visualization,webservice,x86,xml]",1
"[admin,api,client,github,io,redis,spring,starter,swagger]",1
"[annotations,apache,build,build-system,gradle,groovy,maven,metadata,native,plugin,tools]",1
"[apache,benchmark,coordination,distributed,metrics,prometheus,protocol,provider,serialization,stats,testing,thrift,twitter,zookeeper]",1
"[annotations,apache,build,build-system,github,maven,metadata,plugin,spring,tools]",1
"[apache,api,assets,bootstrap,build,build-system,camel,codehaus,console,csv,database,dependency-injection,eclipse,extension,github,google,graph,io,javax,jetty,json,mail,maven,nosql,orientdb,prometheus,provider,reactive,repository,server,servlet,specs,standard,tabular,web,webserver,webservice,wicket]",1
"[dependency-injection,embedded,google,testing]",1
"[client,jms,mapping,message,orm,persistence,queue,relational,spring,testing,transaction]",1
"[engine,junit,launcher,native,platform,sdk,testing]",1
"[apache,api,binding,client,database,dependency-injection,github,google,hadoop,hbase,io,jboss,json,junit,metrics,mock,mocking,module,provider,schema,security,testing,validation,xml]",1
"[jdbc,json,sql,sqlite,webservice]",1
"[apache,api,bytecode,excel,extension,javaee,javax,logging,plugin,security,servlet,specs,spreadsheet,standard,tools,upload]",1
"[resource,validation]",1
"[dom,google,html,io,junit,parser,platform,testing]",1
"[interface,io,reactive,streaming,testing]",1
"[cryptography,google]",1
"[apache,assets,bootstrap,client,code,codegen,encryption,generator,persistence,redis,runtime,security,transaction,upload,web]",1
"[api,client,github,native]",1
"[experimental,native,spring]",1
"[github,hibernate,logging,persistence,validation]",1
"[apache,api,io,security,swagger]",1
"[apache,api,broker,cache,client,compression,coordination,distributed,framework,github,hadoop,http,javax,jetty,jms,logging,message,mock,processor,provider,queue,rest,runtime,server,service,servlet,specs,spring,standard,streaming,support,testing,toolkit,tools,transaction,webserver,webservice,xml,zookeeper]",1
"[api,benchmark,framework,graph,http,javax,junit,language,metrics,monitoring,performance,query,servlet,specs,standard,testing]",1
"[amazon,analyzer,annotations,apache,api,aws,bundle,client,codehaus,commons,csv,dom,eclipse,elastic,elasticsearch,esb,export,file-system,frontend,functional,graphics,index,io,javax,jaxrs,json,lucene,manager,metadata,module,mustache,native,osgi,persistence,plugin,prometheus,repository,rest,scheduling,sdk,search,security,service,servlet,solr,specs,spring,standard,stats,support,svg,tabular,testing,upload]",1
"[compiler,github,mustache]",1
"[dependency-injection,github,google,intel,jvm,language,library,math,native,scala,tools]",1
"[amazon,apache,assets,aws,bootstrap,client,cloud,commons,computing,database,dynamodb,encryption,excel,io,junit,kotlin,lambda,manager,platform,reactive,runtime,s3,sdk,spreadsheet,testing,web]",1
"[api,jsf]",1
"[client,encoder,http,native]",1
"[engine,json,junit,testing]",1
"[api,database,distributed,io,javaee,javax,jdbc,migration,specs,standard,tracing]",1
"[api,calendar,google,service]",2
"[api,database,eclipse,graph,neo4j,rdf,server]",1
"[amazon,aws,io,json,junit,platform,sdk,testing]",1
"[codehaus,jaxrs,rest]",1
"[analysis,annotations,apache,api,cache,client,cluster,defect,eclipse,framework,geo,google,hadoop,http,javax,jetty,json,jvm,language,library,managment,math,metadata,provider,scala,server,servlet,specs,standard,testing,webserver,webservice,yarn]",1
[config],1
"[cli,collections,parser,structures,tools]",1
"[compiler,github,io,junit,mustache,spring,testing]",1
"[apache,build,build-system,github,io,maven,model]",1
"[bytecode,cache,database,embedded,hsql,junit,mock,mocking,module,security,sql,testing,upload]",1
"[apache,api,collections,google,javax,jvm,language,library,logging,parser,scala,service,specs,sql,standard,structures]",1
"[cbor,client,http,io,logging,reactive,streaming,testing,yaml]",1
"[annotations,apache,build,build-system,dependency-injection,google,maven,metadata,plugin,tools]",1
"[bytecode,client,http,logging,redis]",1
"[io,logging,spring,web]",1
"[analyzer,apache,api,code,codegen,generator,index,lucene,mapping,orm,pdf,persistence,relational,server,servlet,spring,support,testing,tomcat,transaction,upload,webserver]",1
"[analysis,annotations,apache,build,build-system,bundle,codehaus,column,compatibility,defect,google,hadoop,maven,metadata,parquet,plugin,protocol,search,serialization,solr,thrift,tools]",1
"[aop,apache,api,aspect,coordination,distributed,io,javax,mime,servlet,specs,spring,standard,starter,support,swagger,testing,zookeeper]",1
"[annotations,apache,api,build,build-system,classpath,codehaus,eclipse,github,groovy,io,jetty,json,jvm,language,logging,maven,metadata,mime,mocking,model,plugin,proxy,server,servlet,swagger,testing,tools,webserver]",1
